id	score	topic	answer	problem_preview
1545	0.375000	other	20	在一个无限长的隧道中，每隔10米就有一个开关，初始时所有开关都指向隧道的内部。现在有一只蚂蚁从隧道的最左侧开始，它每秒钟可以选择向左或向右移动一米，并且每秒末改变其所处位置的开关方向。问：蚂蚁至少需要移动多少秒钟才能使得所有开关都指向隧道的外部？
1546	0.444444	combinatorics	1	In a small town, there are 100 houses numbered from 1 to 100. Each house is painted either red or blue. It is known that no two adjacent houses (i.e., houses with consecutive numbers) are painted the same color. If the first house is red, ...
1547	0.555556	number_theory	(0, 0, 0)	Find all integer solutions to the equation \(x^2 + y^2 + z^2 = 2xyz\).
1548	0.333333	algebra	3 - 5i	In the complex plane, let $A$, $B$, and $C$ be the points representing the complex numbers $1 + 3i$, $2 - i$, and $-1 + 4i$, respectively. If $D$ is a point such that the midpoint of segment $AD$ is $B$ and the midpoint of segment $BD$ is ...
1549	0.444444	number_theory	4	Find the number of distinct solutions \((x, y)\) to the equation \(x^2 + y^2 = 49\) where \(x\) and \(y\) are integers.
1550	0.444444	number_theory	3	Let \( f(x) \) be a polynomial with integer coefficients such that \( f(0) = 1 \) and \( f(1) = 2 \). Furthermore, suppose that \( f(x) \) divides \( x^2 + 2x + 1 \). Determine the sum of all possible values of \( f(2) \).
1551	0.333333	number_theory	7500	Let \( a \) and \( b \) be positive integers such that \( a + b = 100 \). Find the maximum value of \( ab + a^2 + b^2 \).
1552	0.333333	number_theory	4	Determine the number of ordered pairs \((x, y)\) of integers that satisfy the equation \( x^2 + y^2 = x^3 \).
1553	0.333333	number_theory	18	In a sequence of numbers, the first number is 1 and each subsequent number is the smallest positive integer not yet in the sequence that shares a common divisor greater than 1 with the previous number. What is the 10th number in the sequen...
1554	0.333333	number_theory	3	Find the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) can be expressed as the product of two non-constant polynomials with integer coefficients.
1555	0.777778	algebra	25	Let \( P(x) \) be a polynomial of degree 3 such that \( P(1) = 1, \) \( P(2) = 4, \) \( P(3) = 9, \) and \( P(4) = 16. \) Find the value of \( P(5). \)
1556	0.333333	geometry	64	In a triangular park, the vertices are located at points A, B, and C with coordinates (0, 0), (8, 0), and (3, 6) respectively. A rectangular swimming pool is to be constructed such that its diagonal aligns with one of the sides of the tria...
1557	0.333333	other	3	在三维空间中，有一个正方体ABCD-AB'CD'，边长为1。点P在BB'上，使得BP:PB'=1:2；点Q在CC'上，使得CQ:QC'=2:1。求直线AP与平面A'B'D'形成的锐角的正切值。
1558	0.444444	number_theory	3	There exists a sequence \( a_1, a_2, \ldots, a_n \) of positive integers such that for every \( i \neq j \), \( a_i \) and \( a_j \) have no common prime factors. The sum of the first \( n \) terms of the sequence is \( S \). If \( S \) is...
1559	0.666667	geometry	4	Let $ABC$ be an isosceles triangle with $AB = AC = 20$ and $BC = 24$. Point $D$ is on $BC$ such that $AD$ is an altitude. A point $E$ is chosen on $AD$ such that $BE$ is perpendicular to $AD$. If the area of triangle $BEC$ is $\frac{1}{4}$...
1560	0.777778	geometry	8	In the coordinate plane, a line passes through the points (0, 0) and (10, 5). Another line, perpendicular to the first, passes through the point (10, 0). Find the x-coordinate of the point where these two lines intersect.
1561	0.666667	number_theory	0	What is the sum of the series \(1^3 + 2^3 + 3^3 + \ldots + 10^3\)? Find the value of this sum modulo 11.
1562	0.750000	number_theory	10	Let \( f \) be a function defined on the set of integers such that \( f(x) = x^2 + 1 \) and \( f(f(x)) = x^4 + 2x^2 + 2 \). Find the value of \( f(3) \).
1563	0.444444	number_theory	2	In the sequence of positive integers, let \( S_n \) be the sum of the first \( n \) terms. If \( S_1 = 1, S_2 = 3, S_3 = 6, S_4 = 10 \), and for all \( n \geq 5 \), \( S_n = S_{n-1} + S_{n-2} \), what is the remainder when \( S_{2023} \) i...
1564	0.333333	other	5	In a magical kingdom, there are three types of coins: gold (G), silver (S), and bronze (B). A wizard can transform any two coins of the same type into a single coin of the other type. For example, two gold coins (GG) can be transformed int...
1565	0.777778	combinatorics	\frac{\pi}{6}	A sphere is inscribed in a cube with side length 6 cm. A point P is randomly selected inside the cube. What is the probability that point P is also inside the sphere?
1566	0.777778	algebra	\frac{3}{2\sqrt{2}}	Let \( a, b, c \) be positive real numbers such that \( a + b + c = 1 \). Prove that: \[ \frac{a}{\sqrt{a+b}} + \frac{b}{\sqrt{b+c}} + \frac{c}{\sqrt{c+a}} \geq \frac{3}{2\sqrt{2}} \]
1567	0.666667	number_theory	1	A sequence of 2023 non-negative integers \( a_1, a_2, \dots, a_{2023} \) satisfies the following condition: For any integer \( k \) where \( 1 \leq k \leq 2023 \), the number of terms in the sequence that are less than \( k \) is exactly \...
1568	0.666667	number_theory	100	Find the number of ordered pairs of integers \((a, b)\) such that \(1 \leq a \leq 10\) and \(1 \leq b \leq 10\) and the equation \[x^2 - (a + b)x + ab = 0\] has real roots, with both roots being integers.
1569	0.777778	geometry	\frac{1}{2}	A circle with radius 1 is inscribed in a square. A smaller square is inscribed in this circle, and each vertex of the smaller square touches a side of the larger square. If a point is chosen at random within the larger square, what is the ...
1570	0.666667	geometry	18	A convex polygon has an interior angle of $160^\circ$. How many sides does the polygon have?
1571	0.444444	number_theory	2047276	What is the smallest positive integer that can be written as the sum of 2023 distinct positive integers?
1572	0.333333	geometry	1	Find all positive integers \(n\) such that the sum of the squares of the first \(n\) positive integers is divisible by \(n^2\).
1573	0.444444	geometry	9	In a triangle \(ABC\), let \(D\), \(E\), and \(F\) be the feet of the altitudes from \(A\), \(B\), and \(C\) to the opposite sides, respectively. If the area of triangle \(ABC\) is \(T\) and the circumradius \(R\) of triangle \(ABC\) is kn...
1574	0.444444	geometry	1	Find all positive integers \( n \) such that \( n^3 + 2n^2 + 2n + 1 \) is a perfect square.
1575	0.333333	number_theory	n = -1	Find all integers \( n \) such that \( n^2 + n + 1 \) divides \( n^4 + n^3 + n^2 + n + 1 \).
1576	0.375000	other	2	A farmer carries apples to the market. Each crate holds 25 apples. If he carries 150 apples and 2/3 of them are sold, how many crates of apples does he have left to sell?
1577	0.777778	number_theory	4	Let \( f(x) = \sin(x) + \cos(x) \). Find the smallest positive integer \( n \) such that \( f(x) = f(x + n\pi/2) \) for all \( x \in \mathbb{R} \).
1578	0.444444	geometry	-1 - 3i	In the complex plane, the points \(A\) and \(B\) represent the complex numbers \(2 + 3i\) and \(4 - 5i\) respectively. If \(C\) is the midpoint of the line segment \(AB\), and \(D\) is the point obtained by rotating \(C\) about the origin ...
1579	0.555556	other	60	In a magical kingdom, there are three types of coins: gold (G), silver (S), and bronze (B). The kingdom’s treasury uses the following rules for exchanging coins: 1. One G can be exchanged for two S. 2. One S can be exchanged for three B. A...
1580	0.666667	geometry	36 - 9\pi	A square has a side length of 6 units. A circle is inscribed in the square, touching all four sides. What is the area of the region inside the square but outside the circle? Express your answer in terms of π.
1581	0.333333	number_theory	1 + \frac{1}{99^2}	Let \( a \) and \( b \) be positive integers such that \( a + b = 100 \). Find the maximum value of the expression \( \frac{1}{a^2} + \frac{1}{b^2} \).
1582	0.666667	geometry	1800 - 100\pi	A right circular cone with base radius 5 cm and height 12 cm is placed inside a rectangular prism with dimensions 10 cm by 12 cm by 15 cm. What is the volume, in cubic centimeters, of the space inside the rectangular prism that is not occu...
1583	0.666667	number_theory	f(n) = n	Find all functions \( f: \mathbb{N} \rightarrow \mathbb{N} \) such that for all positive integers \( n \), the following inequality holds: \[ f(n+1) > \frac{f(f(n))}{2}. \]
1584	0.333333	geometry	150	In a grid of 5 by 5 squares, some squares are colored black. If each row and each column must contain exactly two black squares, how many different ways can the black squares be arranged on the grid? \begin{enumerate} \item 25 \item 120 \i...
1585	0.333333	number_theory	11	What is the least positive integer \(n\) such that the sum of the digits of \(n! \cdot (n-1)! \cdot \ldots \cdot 1!\) is divisible by 11?
1586	0.666667	algebra	\frac{85}{36}	Find all real numbers \( x \) such that the following equation holds: \[ \sqrt{x + 1} + \sqrt{x - 1} = 3. \]
1587	0.444444	combinatorics	4989600	In how many distinct ways can the letters in the word "MATHEMATICS" be arranged?
1588	0.666667	algebra	50	Let \( f(x) \) be a polynomial of degree 3 such that \( f(1) = 10, f(2) = 20, f(3) = 30, \) and \( f(4) = 40. \) Find \( f(5). \)
1589	0.333333	number_theory	0	Let \( P(x) \) be a polynomial of degree 4 with integer coefficients such that \( P(1) = 0 \), \( P(2) = 2 \), \( P(3) = 8 \), and \( P(4) = 18 \). Find the value of \( P(0) \).
1590	0.444444	number_theory	300	What is the smallest positive integer that is divisible by 5, 10, 15, 20, 25, and 30?
1591	0.777778	algebra	1	Let \( f(x) = x^3 + ax^2 + bx + c \) be a cubic polynomial with real coefficients. Suppose that the roots of \( f(x) \) are \( \alpha, \beta, \gamma \) such that \( \alpha + \beta + \gamma = 3 \), \( \alpha\beta + \beta\gamma + \gamma\alph...
1592	0.333333	number_theory	5	What is the remainder when \(5^{2023}\) is divided by \(28\)?
1593	0.375000	geometry	AB = AC	Let $ABC$ be an acute-angled triangle with $AB \neq AC$. The incircle of $\triangle ABC$ touches sides $BC, CA, AB$ at points $D, E, F$ respectively. Let $M$ be the midpoint of $BC$. The lines $AD$ and $EF$ intersect at point $P$. Prove th...
1594	0.333333	number_theory	2	Find the smallest positive integer \( n \) such that the number \( 12^n + 3^n \) is a multiple of 17.
1595	0.333333	geometry	5	In the convex pentagon $ABCDE$, the diagonals $AC$, $AD$, and $BE$ intersect at points $P$, $Q$, and $R$ respectively. If $AP = 3$, $PC = 2$, $AQ = 4$, $QD = 1$, and $BR = 5$, find the length of $RE$. Assume that the lines $AC$, $AD$, and ...
1596	0.555556	geometry	2	Let $f(x) = x^3 - 3x^2 + 2x$. Determine the number of distinct real numbers $a$ such that the line $y = ax$ is tangent to the curve $y = f(x)$ at exactly one point.
1597	0.555556	geometry	0	A positive integer $n$ is considered "balancing" if the sum of the squares of its digits equals the square of the number's last digit. For example, 123 is balancing because $1^2 + 2^2 + 3^2 = 1^2 + 2^2 + 9 = 1 + 4 + 9 = 14$, and $14 \neq 1...
1598	0.375000	number_theory	1012	Let \( f(n) \) be a function defined on the positive integers such that \( f(1) = 1 \) and for \( n \geq 2 \), \( f(n) = n - f(f(n-1)) \). Determine the value of \( f(2024) \).
1599	0.333333	geometry	\dfrac{25\sqrt{3}}{2}	A triangle is inscribed in a circle of radius 5 units. If one of the angles of the triangle is \(30^\circ\) and the opposite side to this angle is the diameter of the circle, find the area of the triangle. Express your answer in terms of \...
1600	0.750000	algebra	4	在平面直角坐标系中，有一条抛物线 \(y = x^2 - 2x - 3\)。求这条抛物线与 \(x\) 轴的两个交点 \(A\) 和 \(B\) 的距离。
1601	0.333333	other	4	A convex pentagon \(ABCDE\) has vertices such that the side lengths \(AB, BC, CD, DE, EA\) are 3, 4, 5, 6, and 7 respectively. The diagonals \(AC\) and \(BD\) intersect at point \(P\), and \(BD = 8\). Find the length of \(AP\).
1602	0.444444	number_theory	-1, 0	Find all integers \( n \) such that the equation \( n^2 + n + 1 = k^3 \) holds for some integer \( k \).
1603	0.333333	number_theory	3	In a tetrahedron $ABCD$, the lengths of edges $AB$, $AC$, and $AD$ are equal, and the lengths of edges $BC$, $BD$, and $CD$ are also equal. If the length of each edge of the tetrahedron is an integer and the volume of the tetrahedron is th...
1604	0.444444	algebra	\dfrac{56}{5}	If \( a, b, c \) are the roots of the polynomial \( x^3 - 6x^2 + 11x - 6 = 0 \), find the value of \( \frac{a^3}{b+c} + \frac{b^3}{a+c} + \frac{c^3}{a+b} \).
1605	0.666667	combinatorics	0.60	In a group of 100 people, 40% speak English, 50% speak Spanish, and 30% speak both languages. What is the probability that a randomly selected person from this group speaks at least one of these languages?
1606	0.666667	other	10	In a convex quadrilateral \(ABCD\), the diagonals \(AC\) and \(BD\) intersect at point \(E\). Given that \(AE = 3\), \(EC = 7\), \(BE = 5\), and \(ED = 4\), find the length of the diagonal \(AC\). Express your answer as a simplified radica...
